MGSNG04,0.89,0.03,0
MGSNG05,0.97,0.03,0
MHGNG01,3.51,0.88,0
MHMJB01,4.84,1.86,0
MHSDR01,4.24,1.41,0
MHSDR03,3.76,0.2,0
MNGZR01,0.37,0.09,0
MNGZR04,0.42,0.06,0
MNGZR11,0.32,0.14,0
MNSDR01,1.07,0.19,0
MNSDR02,1.15,0.22,0
MNSDR05,0.69,0.13,0
MNSDR06,1.28,0.04,0
MNSDR07,0.88,0.1,0
MNSDR10,0.79,0.17,0
MNSDR13,1.20,0.03,0
MNSDR16,1.23,0.23,0
MNSRK01,1.16,0.06,0
MNSRK02,1.03,0.13,0
MNSRK03,1.21,0.03,0
MNSRK16,0.99,0.13,0
MNSRN01,1.35,0.16,0
MNSRN03,1.28,0.11,0
MNSRN11,1.42,0.11,0
MNTGB01,1.23,0.25,0
MNTGB09,1.27,0.07,0
MYBLK01,3.55,0.15,0
MYBLK02,3.67,0.08,0
MYBLK03,3.64,0.03,0
MYBLK11,3.70,0.17,0
MYBLK19,3.76,0.22,0
MYFLP01,5.35,0.05,0
MYGFG01,3.53,0.04,0
MYHLG02,5.07,0.06,0.33
MYMKT03,3.49,0.08,0
MYMPGCB,3.35,0.28,0
MYSDR02,3.20,0.27,0
MYSDR03,193277.62,0.35,0
MYSDR04,3.19,0.12,0
MYSDR06,3.26,0.12,0
MYSDR08,3.93,0.5,0
MYSDR10,3.35,0.16,0
MYSDR16,3.17,0.06,0
MYSDR17,3.22,0.04,0
MYSDR22,3.29,0.18,0
MYTRL01,3.81,0.06,0
NAMDB01,1.55,0.35,0
NAPTN01,2.17,0.33,0
NASDR01,1.77,0.36,0
NASDR02,1.31,0.29,0
NASDR03,1.24,0.41,0
NASDRS0,0.72,0.11,0
NGARH01,0.78,0.07,0
NGARH03,0.86,0.07,0
NGARH04,0.49,0.14,0
NGBND06,0.33,0.11,0
NGBND08,0.26,0.26,0
NGBND10,0.26,0.24,0
NGRPG02,0.64,0.36,0
NGRPG03,0.75,0.12,0
NGRPG12,0.37,0.03,0
NGSDR02,0.49,0.35,0
NGSDR03,0.53,0.23,0
NGSDR11,0.83,0.19,0
NGSDR12,0.78,0.08,0
NGSDR16,0.77,0.18,0
NGSDR17,0.56,0.28,0
NGSDR18,0.96,0.11,0
NGSDR20,0.77,0.08,0
NGSDR21,0.45,0.1,0
NGSDR24,0.65,0.09,0
NGSDR25,0.35,0.11,0
NGSDR29,0.39,0.08,0
NGSDR32,0.42,0.17,0
NGSDR35,0.49,0.11,0
NGSDR36,0.47,0.06,0
NGSDR39,0.51,0.09,0
NGSDR40,0.52,0.1,0
NGSDR42,0.88,0.08,0
NGSDR44,0.62,0.15,0
NGSDR45,0.57,0.1,0
NGSDR48,0.83,0.13,0
NGSDR53,0.66,0.02,0
NGSDR55,0.52,0.07,0
NGSDR62,0.37,0.09,0
NGSDR99,0.75,0.08,0
NGSNG04,0.11,0.05,0
NGSNG05,0.38,0.07,0
NGSNG06,0.16,0.19,0
NGSNG08,0.21,0.06,0
NGSNG09,0.30,0.05,0
NGSNG11,0.36,0.38,0
NGSNG13,0.15,0.11,0
NGSNG22,0.43,0.23,0
NGSNG24,0.49,0.06,0
NGSNG28,0.47,0.14,0
NGSNG29,0.24,0.17,0
NGSNG30,0.17,0.1,0
NKSDR01,3.48,0.06,0
NKSDR02,3.54,0.04,0
NKSDR03,3.50,0.23,0
NKSDR11,3.51,0.17,0
NOBGM26,1.68,0.07,0
NOCMP12,0.64,0.32,0
NOSNB01,1.04,0.34,0
NOSNM03,1.95,0.17,0
NPSDP01,3.52,0.71,0
NPSDP02,3.47,0.71,0
NPSDR01,3.96,1.59,0
NPSDR02,3.73,0.8,0
NPSDR11,4.62,2.09,0
NRSDR02,1.72,0.38,0
NS2302,1.08,0.03,0
NSMND01,1.08,0.09,0
